transaction_id,account_id,transaction_date,transaction_type,amount,location_id,merchant_name,payment_method,transaction_status
506172,102924,2026-10-09 17:08:00,Online Transfer,11132.72,37,Zomato,Debit Card,Success
506173,102941,2026-10-15 05:07:00,Cash Withdrawal,16963.73,50,Myntra,Credit Card,Success
506174,102958,2026-10-20 17:06:00,Deposit,22794.74,13,Uber,Net Banking,Success
506175,102975,2026-10-26 05:05:00,UPI,28625.75,26,IRCTC,ATM,Success
506176,102992,2026-10-31 17:04:00,Card Payment,34456.76,39,Reliance,UPI,Success
506177,100009,2026-11-06 05:03:00,ATM Withdrawal,40287.77,2,DMart,Debit Card,Success
506178,100026,2026-11-11 17:02:00,Online Transfer,46118.78,15,Netflix,Credit Card,Success
506179,100043,2026-11-17 05:01:00,Cash Withdrawal,2049.79,28,PhonePe,Net Banking,Success
506180,100060,2026-11-22 17:00:00,Deposit,7880.8,41,Google Pay,ATM,Success
506181,100077,2026-11-28 04:59:00,UPI,13711.81,4,Amazon,UPI,Success
506182,100094,2026-12-03 16:58:00,Card Payment,19542.82,17,Flipkart,Debit Card,Success
506183,100111,2026-12-09 04:57:00,ATM Withdrawal,25373.83,30,Swiggy,Credit Card,Success
506184,100128,2026-12-14 16:56:00,Online Transfer,31204.84,43,Zomato,Net Banking,Success
506185,100145,2026-12-20 04:55:00,Cash Withdrawal,37035.85,6,Myntra,ATM,Success
506186,100162,2026-12-25 16:54:00,Deposit,42866.86,19,Uber,UPI,Success
506187,100179,2026-12-31 04:53:00,UPI,48697.87,32,IRCTC,Debit Card,Success
506188,100196,2027-01-05 16:52:00,Card Payment,4628.88,45,Reliance,Credit Card,Success
506189,100213,2027-01-11 04:51:00,ATM Withdrawal,10459.89,8,DMart,Net Banking,Success
506190,100230,2027-01-16 16:50:00,Online Transfer,16290.9,21,Netflix,ATM,Success
506191,100247,2027-01-22 04:49:00,Cash Withdrawal,22121.91,34,PhonePe,UPI,Success
506192,100264,2027-01-27 16:48:00,Deposit,27952.92,47,Google Pay,Debit Card,Success
506193,100281,2027-02-02 04:47:00,UPI,33783.93,10,Amazon,Credit Card,Success
506194,100298,2027-02-07 16:46:00,Card Payment,39614.94,23,Flipkart,Net Banking,Success
506195,100315,2027-02-13 04:45:00,ATM Withdrawal,45445.95,36,Swiggy,ATM,Success
506196,100332,2027-02-18 16:44:00,Online Transfer,1376.96,49,Zomato,UPI,Success
506197,100349,2027-02-24 04:43:00,Cash Withdrawal,7207.97,12,Myntra,Debit Card,Success
506198,100366,2027-03-01 16:42:00,Deposit,13038.98,25,Uber,Credit Card,Success
506199,100383,2027-03-07 04:41:00,UPI,18869.99,38,IRCTC,Net Banking,Success
506200,100400,2027-03-12 16:40:00,Card Payment,24700.0,1,Reliance,ATM,Success
506201,100417,2027-03-18 04:39:00,ATM Withdrawal,30531.01,14,DMart,UPI,Success
506202,100434,2027-03-23 16:38:00,Online Transfer,36362.02,27,Netflix,Debit Card,Success
506203,100451,2027-03-29 04:37:00,Cash Withdrawal,42193.03,40,PhonePe,Credit Card,Success
506204,100468,2027-04-03 16:36:00,Deposit,48024.04,3,Google Pay,Net Banking,Success
506205,100485,2027-04-09 04:35:00,UPI,3955.05,16,Amazon,ATM,Success
506206,100502,2027-04-14 16:34:00,Card Payment,9786.06,29,Flipkart,UPI,Success
506207,100519,2027-04-20 04:33:00,ATM Withdrawal,15617.07,42,Swiggy,Debit Card,Success
506208,100536,2027-04-25 16:32:00,Online Transfer,21448.08,5,Zomato,Credit Card,Success
506209,100553,2027-05-01 04:31:00,Cash Withdrawal,27279.09,18,Myntra,Net Banking,Success
506210,100570,2027-05-06 16:30:00,Deposit,33110.1,31,Uber,ATM,Success
506211,100587,2027-05-12 04:29:00,UPI,38941.11,44,IRCTC,UPI,Success
506212,100604,2027-05-17 16:28:00,Card Payment,44772.12,7,Reliance,Debit Card,Success
506213,100621,2027-05-23 04:27:00,ATM Withdrawal,703.13,20,DMart,Credit Card,Success
506214,100638,2027-05-28 16:26:00,Online Transfer,6534.14,33,Netflix,Net Banking,Success
506215,100655,2027-06-03 04:25:00,Cash Withdrawal,12365.15,46,PhonePe,ATM,Failed
506216,100672,2027-06-08 16:24:00,Deposit,18196.16,9,Google Pay,UPI,Success
506217,100689,2027-06-14 04:23:00,UPI,24027.17,22,Amazon,Debit Card,Success
506218,100706,2027-06-19 16:22:00,Card Payment,29858.18,35,Flipkart,Credit Card,Success
506219,100723,2027-06-25 04:21:00,ATM Withdrawal,35689.19,48,Swiggy,Net Banking,Success
506220,100740,2027-06-30 16:20:00,Online Transfer,41520.2,11,Zomato,ATM,Success
506221,100757,2027-07-06 04:19:00,Cash Withdrawal,47351.21,24,Myntra,UPI,Success
506222,100774,2027-07-11 16:18:00,Deposit,3282.22,37,Uber,Debit Card,Success
506223,100791,2027-07-17 04:17:00,UPI,299013.0,50,IRCTC,Credit Card,Success
506224,100808,2027-07-22 16:16:00,Card Payment,14944.24,13,Reliance,Net Banking,Success
506225,100825,2027-07-28 04:15:00,ATM Withdrawal,20775.25,26,DMart,ATM,Success
506226,100842,2027-08-02 16:14:00,Online Transfer,26606.26,39,Netflix,UPI,Success
506227,100859,2027-08-08 04:13:00,Cash Withdrawal,32437.27,2,PhonePe,Debit Card,Success
506228,100876,2027-08-13 16:12:00,Deposit,38268.28,15,Google Pay,Credit Card,Success
506229,100893,2027-08-19 04:11:00,UPI,44099.29,28,Amazon,Net Banking,Success
506230,100910,2027-08-24 16:10:00,Card Payment,360370.0,41,Flipkart,ATM,Success
506231,100927,2027-08-30 04:09:00,ATM Withdrawal,5861.31,4,Swiggy,UPI,Pending
506232,100944,2027-09-04 16:08:00,Online Transfer,11692.32,17,Zomato,Debit Card,Success
506233,100961,2027-09-10 04:07:00,Cash Withdrawal,17523.33,30,Myntra,Credit Card,Success
506234,100978,2027-09-15 16:06:00,Deposit,23354.34,43,Uber,Net Banking,Success
506235,100995,2027-09-21 04:05:00,UPI,29185.35,6,IRCTC,ATM,Success
506236,101012,2027-09-26 16:04:00,Card Payment,35016.36,19,Reliance,UPI,Success
506237,101029,2027-10-02 04:03:00,ATM Withdrawal,40847.37,32,DMart,Debit Card,Success
506238,101046,2027-10-07 16:02:00,Online Transfer,46678.38,45,Netflix,Credit Card,Success
506239,101063,2027-10-13 04:01:00,Cash Withdrawal,2609.39,8,PhonePe,Net Banking,Success
506240,101080,2027-10-18 16:00:00,Deposit,8440.4,21,Google Pay,ATM,Success
506241,101097,2027-10-24 03:59:00,UPI,14271.41,34,Amazon,UPI,Success
506242,101114,2027-10-29 15:58:00,Card Payment,20102.42,47,Flipkart,Debit Card,Success
506243,101131,2027-11-04 03:57:00,ATM Withdrawal,25933.43,10,Swiggy,Credit Card,Success
506244,101148,2027-11-09 15:56:00,Online Transfer,31764.44,23,Zomato,Net Banking,Success
506245,101165,2027-11-15 03:55:00,Cash Withdrawal,37595.45,36,Myntra,ATM,Success
506246,101182,2027-11-20 15:54:00,Deposit,43426.46,49,Uber,UPI,Success
506247,101199,2027-11-26 03:53:00,UPI,49257.47,12,IRCTC,Debit Card,Success
506248,101216,2027-12-01 15:52:00,Card Payment,5188.48,25,Reliance,Credit Card,Success
506249,101233,2027-12-07 03:51:00,ATM Withdrawal,11019.49,38,DMart,Net Banking,Success
506250,101250,2027-12-12 15:50:00,Online Transfer,16850.5,1,Netflix,ATM,Success
506251,101267,2027-12-18 03:49:00,Cash Withdrawal,22681.51,14,PhonePe,UPI,Success
506252,101284,2027-12-23 15:48:00,Deposit,28512.52,27,Google Pay,Debit Card,Success
506253,101301,2027-12-29 03:47:00,UPI,34343.53,40,Amazon,Credit Card,Success
506254,101318,2028-01-03 15:46:00,Card Payment,40174.54,3,Flipkart,Net Banking,Success
506255,101335,2028-01-09 03:45:00,ATM Withdrawal,46005.55,16,Swiggy,ATM,Success
506256,101352,2028-01-14 15:44:00,Online Transfer,1936.56,29,Zomato,UPI,Success
506257,101369,2028-01-20 03:43:00,Cash Withdrawal,7767.57,42,Myntra,Debit Card,Success
506258,101386,2028-01-25 15:42:00,Deposit,13598.58,5,Uber,Credit Card,Success
506259,101403,2028-01-31 03:41:00,UPI,19429.59,18,IRCTC,Net Banking,Success
506260,101420,2028-02-05 15:40:00,Card Payment,25260.6,31,Reliance,ATM,Success
506261,101437,2028-02-11 03:39:00,ATM Withdrawal,31091.61,44,DMart,UPI,Success
506262,101454,2028-02-16 15:38:00,Online Transfer,36922.62,7,Netflix,Debit Card,Success
506263,101471,2028-02-22 03:37:00,Cash Withdrawal,42753.63,20,PhonePe,Credit Card,Success
506264,101488,2028-02-27 15:36:00,Deposit,48584.64,33,Google Pay,Net Banking,Success
506265,101505,2028-03-04 03:35:00,UPI,4515.65,46,Amazon,ATM,Success
506266,101522,2028-03-09 15:34:00,Card Payment,10346.66,9,Flipkart,UPI,Success
506267,101539,2028-03-15 03:33:00,ATM Withdrawal,16177.67,22,Swiggy,Debit Card,Success
506268,101556,2028-03-20 15:32:00,Online Transfer,22008.68,35,Zomato,Credit Card,Success
506269,101573,2028-03-26 03:31:00,Cash Withdrawal,27839.69,48,Myntra,Net Banking,Success
506270,101590,2028-03-31 15:30:00,Deposit,33670.7,11,Uber,ATM,Success
506271,101607,2028-04-06 03:29:00,UPI,39501.71,24,IRCTC,UPI,Success
506272,101624,2028-04-11 15:28:00,Card Payment,45332.72,37,Reliance,Debit Card,Success
506273,101641,2028-04-17 03:27:00,ATM Withdrawal,1263.73,50,DMart,Credit Card,Success
506274,101658,2028-04-22 15:26:00,Online Transfer,7094.74,13,Netflix,Net Banking,Success
506275,101675,2028-04-28 03:25:00,Cash Withdrawal,12925.75,26,PhonePe,ATM,Success
506276,101692,2028-05-03 15:24:00,Deposit,18756.76,39,Google Pay,UPI,Success
506277,101709,2028-05-09 03:23:00,UPI,24587.77,2,Amazon,Debit Card,Success
506278,101726,2028-05-14 15:22:00,Card Payment,30418.78,15,Flipkart,Credit Card,Success
506279,101743,2028-05-20 03:21:00,ATM Withdrawal,36249.79,28,Swiggy,Net Banking,Success
506280,101760,2028-05-25 15:20:00,Online Transfer,42080.8,41,Zomato,ATM,Success
506281,101777,2028-05-31 03:19:00,Cash Withdrawal,47911.81,4,Myntra,UPI,Success
506282,101794,2028-06-05 15:18:00,Deposit,3842.82,17,Uber,Debit Card,Success
506283,101811,2028-06-11 03:17:00,UPI,9673.83,30,IRCTC,Credit Card,Success
506284,101828,2028-06-16 15:16:00,Card Payment,15504.84,43,Reliance,Net Banking,Success
506285,101845,2028-06-22 03:15:00,ATM Withdrawal,21335.85,6,DMart,ATM,Success
506286,101862,2028-06-27 15:14:00,Online Transfer,27166.86,19,Netflix,UPI,Success
506287,101879,2028-07-03 03:13:00,Cash Withdrawal,32997.87,32,PhonePe,Debit Card,Success
506288,101896,2028-07-08 15:12:00,Deposit,38828.88,45,Google Pay,Credit Card,Success
506289,101913,2028-07-14 03:11:00,UPI,44659.89,8,Amazon,Net Banking,Success
506290,101930,2028-07-19 15:10:00,Card Payment,590.9,21,Flipkart,ATM,Success
506291,101947,2028-07-25 03:09:00,ATM Withdrawal,6421.91,34,Swiggy,UPI,Success
506292,101964,2028-07-30 15:08:00,Online Transfer,12252.92,47,Zomato,Debit Card,Success
506293,101981,2028-08-05 03:07:00,Cash Withdrawal,18083.93,10,Myntra,Credit Card,Success
506294,101998,2028-08-10 15:06:00,Deposit,23914.94,23,Uber,Net Banking,Success
506295,102015,2028-08-16 03:05:00,UPI,29745.95,36,IRCTC,ATM,Success
506296,102032,2028-08-21 15:04:00,Card Payment,35576.96,49,Reliance,UPI,Success
506297,102049,2028-08-27 03:03:00,ATM Withdrawal,41407.97,12,DMart,Debit Card,Success
506298,102066,2028-09-01 15:02:00,Online Transfer,47238.98,25,Netflix,Credit Card,Pending
506299,102083,2028-09-07 03:01:00,Cash Withdrawal,3169.99,38,PhonePe,Net Banking,Success
506300,102100,2028-09-12 15:00:00,Deposit,9000.0,1,Google Pay,ATM,Success
506301,102117,2028-09-18 02:59:00,UPI,14831.01,14,Amazon,UPI,Success
506302,102134,2028-09-23 14:58:00,Card Payment,20662.02,27,Flipkart,Debit Card,Success
506303,102151,2028-09-29 02:57:00,ATM Withdrawal,26493.03,40,Swiggy,Credit Card,Success
506304,102168,2028-10-04 14:56:00,Online Transfer,32324.04,3,Zomato,Net Banking,Success
506305,102185,2028-10-10 02:55:00,Cash Withdrawal,38155.05,16,Myntra,ATM,Success
506306,102202,2028-10-15 14:54:00,Deposit,43986.06,29,Uber,UPI,Success
506307,102219,2028-10-21 02:53:00,UPI,49817.07,42,IRCTC,Debit Card,Success
506308,102236,2028-10-26 14:52:00,Card Payment,5748.08,5,Reliance,Credit Card,Success
506309,102253,2028-11-01 02:51:00,ATM Withdrawal,11579.09,18,DMart,Net Banking,Success
506310,102270,2028-11-06 14:50:00,Online Transfer,17410.1,31,Netflix,ATM,Success
506311,102287,2028-11-12 02:49:00,Cash Withdrawal,23241.11,44,PhonePe,UPI,Success
506312,102304,2028-11-17 14:48:00,Deposit,29072.12,7,Google Pay,Debit Card,Success
506313,102321,2028-11-23 02:47:00,UPI,34903.13,20,Amazon,Credit Card,Success
506314,102338,2028-11-28 14:46:00,Card Payment,40734.14,33,Flipkart,Net Banking,Success
506315,102355,2028-12-04 02:45:00,ATM Withdrawal,46565.15,46,Swiggy,ATM,Success
506316,102372,2028-12-09 14:44:00,Online Transfer,2496.16,9,Zomato,UPI,Success
506317,102389,2028-12-15 02:43:00,Cash Withdrawal,8327.17,22,Myntra,Debit Card,Success
506318,102406,2028-12-20 14:42:00,Deposit,14158.18,35,Uber,Credit Card,Success
506319,102423,2028-12-26 02:41:00,UPI,397661.0,48,IRCTC,Net Banking,Success
506320,102440,2028-12-31 14:40:00,Card Payment,25820.2,11,Reliance,ATM,Success
506321,102457,2029-01-06 02:39:00,ATM Withdrawal,31651.21,24,DMart,UPI,Success
506322,102474,2029-01-11 14:38:00,Online Transfer,37482.22,37,Netflix,Debit Card,Success
506323,102491,2029-01-17 02:37:00,Cash Withdrawal,43313.23,50,PhonePe,Credit Card,Success
506324,102508,2029-01-22 14:36:00,Deposit,49144.24,13,Google Pay,Net Banking,Success
506325,102525,2029-01-28 02:35:00,UPI,5075.25,26,Amazon,ATM,Success
506326,102542,2029-02-02 14:34:00,Card Payment,10906.26,39,Flipkart,UPI,Success
506327,102559,2029-02-08 02:33:00,ATM Withdrawal,16737.27,2,Swiggy,Debit Card,Success
506328,102576,2029-02-13 14:32:00,Online Transfer,22568.28,15,Zomato,Credit Card,Failed
506329,102593,2029-02-19 02:31:00,Cash Withdrawal,28399.29,28,Myntra,Net Banking,Success
506330,102610,2029-02-24 14:30:00,Deposit,34230.3,41,Uber,ATM,Success
506331,102627,2029-03-02 02:29:00,UPI,40061.31,4,IRCTC,UPI,Success
506332,102644,2029-03-07 14:28:00,Card Payment,45892.32,17,Reliance,Debit Card,Success
506333,102661,2029-03-13 02:27:00,ATM Withdrawal,1823.33,30,DMart,Credit Card,Success
506334,102678,2029-03-18 14:26:00,Online Transfer,7654.34,43,Netflix,Net Banking,Success
506335,102695,2029-03-24 02:25:00,Cash Withdrawal,13485.35,6,PhonePe,ATM,Success
506336,102712,2029-03-29 14:24:00,Deposit,19316.36,19,Google Pay,UPI,Success
506337,102729,2029-04-04 02:23:00,UPI,25147.37,32,Amazon,Debit Card,Success
506338,102746,2029-04-09 14:22:00,Card Payment,30978.38,45,Flipkart,Credit Card,Success
506339,102763,2029-04-15 02:21:00,ATM Withdrawal,36809.39,8,Swiggy,Net Banking,Success
506340,102780,2029-04-20 14:20:00,Online Transfer,42640.4,21,Zomato,ATM,Success
506341,102797,2029-04-26 02:19:00,Cash Withdrawal,48471.41,34,Myntra,UPI,Success
506342,102814,2029-05-01 14:18:00,Deposit,4402.42,47,Uber,Debit Card,Success
506343,102831,2029-05-07 02:17:00,UPI,10233.43,10,IRCTC,Credit Card,Success
506344,102848,2029-05-12 14:16:00,Card Payment,16064.44,23,Reliance,Net Banking,Success
506345,102865,2029-05-18 02:15:00,ATM Withdrawal,21895.45,36,DMart,ATM,Success
506346,102882,2029-05-23 14:14:00,Online Transfer,27726.46,49,Netflix,UPI,Success
506347,102899,2029-05-29 02:13:00,Cash Withdrawal,33557.47,12,PhonePe,Debit Card,Success
506348,102916,2029-06-03 14:12:00,Deposit,39388.48,25,Google Pay,Credit Card,Success
506349,102933,2029-06-09 02:11:00,UPI,45219.49,38,Amazon,Net Banking,Success
506350,102950,2029-06-14 14:10:00,Card Payment,391850.0,1,Flipkart,ATM,Success
506351,102967,2029-06-20 02:09:00,ATM Withdrawal,6981.51,14,Swiggy,UPI,Success
506352,102984,2029-06-25 14:08:00,Online Transfer,12812.52,27,Zomato,Debit Card,Success
506353,100001,2029-07-01 02:07:00,Cash Withdrawal,18643.53,40,Myntra,Credit Card,Success
506354,100018,2029-07-06 14:06:00,Deposit,24474.54,3,Uber,Net Banking,Success
506355,100035,2029-07-12 02:05:00,UPI,30305.55,16,IRCTC,ATM,Success
506356,100052,2029-07-17 14:04:00,Card Payment,36136.56,29,Reliance,UPI,Success
506357,100069,2029-07-23 02:03:00,ATM Withdrawal,41967.57,42,DMart,Debit Card,Success
506358,100086,2029-07-28 14:02:00,Online Transfer,47798.58,5,Netflix,Credit Card,Success
506359,100103,2029-08-03 02:01:00,Cash Withdrawal,3729.59,18,PhonePe,Net Banking,Success
506360,100120,2029-08-08 14:00:00,Deposit,9560.6,31,Google Pay,ATM,Success
506361,100137,2029-08-14 01:59:00,UPI,15391.61,44,Amazon,UPI,Success
506362,100154,2029-08-19 13:58:00,Card Payment,21222.62,7,Flipkart,Debit Card,Success
506363,100171,2029-08-25 01:57:00,ATM Withdrawal,27053.63,20,Swiggy,Credit Card,Success
506364,100188,2029-08-30 13:56:00,Online Transfer,32884.64,33,Zomato,Net Banking,Success
506365,100205,2029-09-05 01:55:00,Cash Withdrawal,38715.65,46,Myntra,ATM,Pending
506366,100222,2029-09-10 13:54:00,Deposit,44546.66,9,Uber,UPI,Success
506367,100239,2029-09-16 01:53:00,UPI,477.67,22,IRCTC,Debit Card,Success
506368,100256,2029-09-21 13:52:00,Card Payment,6308.68,35,Reliance,Credit Card,Success
506369,100273,2029-09-27 01:51:00,ATM Withdrawal,12139.69,48,DMart,Net Banking,Success
506370,100290,2029-10-02 13:50:00,Online Transfer,17970.7,11,Netflix,ATM,Success
506371,100307,2029-10-08 01:49:00,Cash Withdrawal,23801.71,24,PhonePe,UPI,Success
506372,100324,2029-10-13 13:48:00,Deposit,29632.72,37,Google Pay,Debit Card,Success
506373,100341,2029-10-19 01:47:00,UPI,35463.73,50,Amazon,Credit Card,Success
506374,100358,2029-10-24 13:46:00,Card Payment,41294.74,13,Flipkart,Net Banking,Success
506375,100375,2029-10-30 01:45:00,ATM Withdrawal,47125.75,26,Swiggy,ATM,Success
506376,100392,2029-11-04 13:44:00,Online Transfer,3056.76,39,Zomato,UPI,Success
506377,100409,2029-11-10 01:43:00,Cash Withdrawal,8887.77,2,Myntra,Debit Card,Success
506378,100426,2029-11-15 13:42:00,Deposit,14718.78,15,Uber,Credit Card,Success
506379,100443,2029-11-21 01:41:00,UPI,20549.79,28,IRCTC,Net Banking,Success
506380,100460,2029-11-26 13:40:00,Card Payment,26380.8,41,Reliance,ATM,Success
506381,100477,2029-12-02 01:39:00,ATM Withdrawal,32211.81,4,DMart,UPI,Success
506382,100494,2029-12-07 13:38:00,Online Transfer,38042.82,17,Netflix,Debit Card,Success
506383,100511,2029-12-13 01:37:00,Cash Withdrawal,43873.83,30,PhonePe,Credit Card,Success
506384,100528,2029-12-18 13:36:00,Deposit,49704.84,43,Google Pay,Net Banking,Success
506385,100545,2029-12-24 01:35:00,UPI,5635.85,6,Amazon,ATM,Success
506386,100562,2029-12-29 13:34:00,Card Payment,11466.86,19,Flipkart,UPI,Success
506387,100579,2030-01-04 01:33:00,ATM Withdrawal,17297.87,32,Swiggy,Debit Card,Success
506388,100596,2030-01-09 13:32:00,Online Transfer,23128.88,45,Zomato,Credit Card,Success
506389,100613,2030-01-15 01:31:00,Cash Withdrawal,28959.89,8,Myntra,Net Banking,Success
506390,100630,2030-01-20 13:30:00,Deposit,34790.9,21,Uber,ATM,Success
506391,100647,2030-01-26 01:29:00,UPI,40621.91,34,IRCTC,UPI,Success
506392,100664,2030-01-31 13:28:00,Card Payment,46452.92,47,Reliance,Debit Card,Success
506393,100681,2030-02-06 01:27:00,ATM Withdrawal,2383.93,10,DMart,Credit Card,Success
506394,100698,2030-02-11 13:26:00,Online Transfer,8214.94,23,Netflix,Net Banking,Success
506395,100715,2030-02-17 01:25:00,Cash Withdrawal,14045.95,36,PhonePe,ATM,Success
506396,100732,2030-02-22 13:24:00,Deposit,19876.96,49,Google Pay,UPI,Success
506397,100749,2030-02-28 01:23:00,UPI,25707.97,12,Amazon,Debit Card,Success
506398,100766,2030-03-05 13:22:00,Card Payment,31538.98,25,Flipkart,Credit Card,Success
506399,100783,2026-01-01 01:21:00,ATM Withdrawal,37369.99,38,Swiggy,Net Banking,Success
506400,100800,2026-01-06 13:20:00,Online Transfer,43200.0,1,Zomato,ATM,Success
506401,100817,2026-01-12 01:19:00,Cash Withdrawal,49031.01,14,Myntra,UPI,Success
506402,100834,2026-01-17 13:18:00,Deposit,4962.02,27,Uber,Debit Card,Success
506403,100851,2026-01-23 01:17:00,UPI,10793.03,40,IRCTC,Credit Card,Success
506404,100868,2026-01-28 13:16:00,Card Payment,16624.04,3,Reliance,Net Banking,Success
506405,100885,2026-02-03 01:15:00,ATM Withdrawal,22455.05,16,DMart,ATM,Success
506406,100902,2026-02-08 13:14:00,Online Transfer,28286.06,29,Netflix,UPI,Success
506407,100919,2026-02-14 01:13:00,Cash Withdrawal,34117.07,42,PhonePe,Debit Card,Success
506408,100936,2026-02-19 13:12:00,Deposit,434952.0,5,Google Pay,Credit Card,Success
506409,100953,2026-02-25 01:11:00,UPI,45779.09,18,Amazon,Net Banking,Success
506410,100970,2026-03-02 13:10:00,Card Payment,1710.1,31,Flipkart,ATM,Success
506411,100987,2026-03-08 01:09:00,ATM Withdrawal,7541.11,44,Swiggy,UPI,Success
506412,101004,2026-03-13 13:08:00,Online Transfer,13372.12,7,Zomato,Debit Card,Success
506413,101021,2026-03-19 01:07:00,Cash Withdrawal,19203.13,20,Myntra,Credit Card,Success
506414,101038,2026-03-24 13:06:00,Deposit,25034.14,33,Uber,Net Banking,Success
506415,101055,2026-03-30 01:05:00,UPI,30865.15,46,IRCTC,ATM,Success
506416,101072,2026-04-04 13:04:00,Card Payment,36696.16,9,Reliance,UPI,Success
506417,101089,2026-04-10 01:03:00,ATM Withdrawal,42527.17,22,DMart,Debit Card,Success
506418,101106,2026-04-15 13:02:00,Online Transfer,48358.18,35,Netflix,Credit Card,Success
506419,101123,2026-04-21 01:01:00,Cash Withdrawal,4289.19,48,PhonePe,Net Banking,Success
506420,101140,2026-04-26 13:00:00,Deposit,10120.2,11,Google Pay,ATM,Success
506421,101157,2026-05-02 00:59:00,UPI,15951.21,24,Amazon,UPI,Success
506422,101174,2026-05-07 12:58:00,Card Payment,21782.22,37,Flipkart,Debit Card,Success
506423,101191,2026-05-13 00:57:00,ATM Withdrawal,27613.23,50,Swiggy,Credit Card,Success
506424,101208,2026-05-18 12:56:00,Online Transfer,33444.24,13,Zomato,Net Banking,Success
506425,101225,2026-05-24 00:55:00,Cash Withdrawal,39275.25,26,Myntra,ATM,Success
506426,101242,2026-05-29 12:54:00,Deposit,45106.26,39,Uber,UPI,Success
506427,101259,2026-06-04 00:53:00,UPI,1037.27,2,IRCTC,Debit Card,Success
506428,101276,2026-06-09 12:52:00,Card Payment,6868.28,15,Reliance,Credit Card,Success
506429,101293,2026-06-15 00:51:00,ATM Withdrawal,12699.29,28,DMart,Net Banking,Success
506430,101310,2026-06-20 12:50:00,Online Transfer,18530.3,41,Netflix,ATM,Success
506431,101327,2026-06-26 00:49:00,Cash Withdrawal,24361.31,4,PhonePe,UPI,Success
506432,101344,2026-07-01 12:48:00,Deposit,30192.32,17,Google Pay,Debit Card,Pending
506433,101361,2026-07-07 00:47:00,UPI,36023.33,30,Amazon,Credit Card,Success
506434,101378,2026-07-12 12:46:00,Card Payment,41854.34,43,Flipkart,Net Banking,Success
506435,101395,2026-07-18 00:45:00,ATM Withdrawal,47685.35,6,Swiggy,ATM,Success
506436,101412,2026-07-23 12:44:00,Online Transfer,3616.36,19,Zomato,UPI,Success
506437,101429,2026-07-29 00:43:00,Cash Withdrawal,9447.37,32,Myntra,Debit Card,Success
506438,101446,2026-08-03 12:42:00,Deposit,15278.38,45,Uber,Credit Card,Success
506439,101463,2026-08-09 00:41:00,UPI,21109.39,8,IRCTC,Net Banking,Success
506440,101480,2026-08-14 12:40:00,Card Payment,26940.4,21,Reliance,ATM,Success
506441,101497,2026-08-20 00:39:00,ATM Withdrawal,32771.41,34,DMart,UPI,Failed
506442,101514,2026-08-25 12:38:00,Online Transfer,38602.42,47,Netflix,Debit Card,Success
506443,101531,2026-08-31 00:37:00,Cash Withdrawal,44433.43,10,PhonePe,Credit Card,Success
506444,101548,2026-09-05 12:36:00,Deposit,364.44,23,Google Pay,Net Banking,Success
506445,101565,2026-09-11 00:35:00,UPI,6195.45,36,Amazon,ATM,Success
506446,101582,2026-09-16 12:34:00,Card Payment,12026.46,49,Flipkart,UPI,Success
506447,101599,2026-09-22 00:33:00,ATM Withdrawal,17857.47,12,Swiggy,Debit Card,Success
506448,101616,2026-09-27 12:32:00,Online Transfer,23688.48,25,Zomato,Credit Card,Success
506449,101633,2026-10-03 00:31:00,Cash Withdrawal,29519.49,38,Myntra,Net Banking,Success
506450,101650,2026-10-08 12:30:00,Deposit,35350.5,1,Uber,ATM,Success
506451,101667,2026-10-14 00:29:00,UPI,41181.51,14,IRCTC,UPI,Success
506452,101684,2026-10-19 12:28:00,Card Payment,47012.52,27,Reliance,Debit Card,Success
506453,101701,2026-10-25 00:27:00,ATM Withdrawal,2943.53,40,DMart,Credit Card,Success
506454,101718,2026-10-30 12:26:00,Online Transfer,8774.54,3,Netflix,Net Banking,Success
506455,101735,2026-11-05 00:25:00,Cash Withdrawal,14605.55,16,PhonePe,ATM,Success
506456,101752,2026-11-10 12:24:00,Deposit,20436.56,29,Google Pay,UPI,Success
506457,101769,2026-11-16 00:23:00,UPI,26267.57,42,Amazon,Debit Card,Success
506458,101786,2026-11-21 12:22:00,Card Payment,32098.58,5,Flipkart,Credit Card,Success
506459,101803,2026-11-27 00:21:00,ATM Withdrawal,37929.59,18,Swiggy,Net Banking,Success
506460,101820,2026-12-02 12:20:00,Online Transfer,43760.6,31,Zomato,ATM,Success
506461,101837,2026-12-08 00:19:00,Cash Withdrawal,49591.61,44,Myntra,UPI,Success
506462,101854,2026-12-13 12:18:00,Deposit,5522.62,7,Uber,Debit Card,Success
506463,101871,2026-12-19 00:17:00,UPI,11353.63,20,IRCTC,Credit Card,Success
506464,101888,2026-12-24 12:16:00,Card Payment,17184.64,33,Reliance,Net Banking,Success
506465,101905,2026-12-30 00:15:00,ATM Withdrawal,23015.65,46,DMart,ATM,Success
506466,101922,2027-01-04 12:14:00,Online Transfer,28846.66,9,Netflix,UPI,Success
506467,101939,2027-01-10 00:13:00,Cash Withdrawal,34677.67,22,PhonePe,Debit Card,Success
506468,101956,2027-01-15 12:12:00,Deposit,40508.68,35,Google Pay,Credit Card,Success
506469,101973,2027-01-21 00:11:00,UPI,46339.69,48,Amazon,Net Banking,Success
506470,101990,2027-01-26 12:10:00,Card Payment,2270.7,11,Flipkart,ATM,Success
506471,102007,2027-02-01 00:09:00,ATM Withdrawal,8101.71,24,Swiggy,UPI,Success
